;Unnamed: 0;Tweets;label;step01;tokens;final_tokens;step02
80;80.0;KPK telah menetapkan Lukas Enembe sebagai tersangka kasus dugaan suap dan gratifikasi terkait pekerjaan atau proyekâ€¦ https://t.co/hxmFAamJg6;1.0;kpk telah menetapkan lukas enembe sebagai tersangka kasus dugaan suap dan gratifikasi terkait pekerjaan atau proyek co;['kpk', 'telah', 'menetapkan', 'lukas', 'enembe', 'sebagai', 'tersangka', 'kasus', 'dugaan', 'suap', 'dan', 'gratifikasi', 'terkait', 'pekerjaan', 'atau', 'proyek', 'co'];['kpk', 'telah', 'menetapkan', 'lukas', 'enembe', 'sebagai', 'tersangka', 'kasus', 'dugaan', 'suap', 'dan', 'gratifikasi', 'terkait', 'pekerjaan', 'atau', 'proyek', 'co'];kpk telah menetapkan lukas enembe sebagai tersangka kasus dugaan suap dan gratifikasi terkait pekerjaan atau proyek co
81;81.0;Milenial dan Gen Z menggunakan paylater untuk membeli fesyen, aksesoris, pulsa, gawai, elektronik rumah tangga, hinâ€¦ https://t.co/5anrj1sobY;0.0;milenial dan gen menggunakan paylater untuk membeli fesyen aksesoris pulsa gawai elektronik rumah tangga hin coanrjsoby;['milenial', 'dan', 'gen', 'menggunakan', 'paylater', 'untuk', 'membeli', 'fesyen', 'aksesoris', 'pulsa', 'gawai', 'elektronik', 'rumah', 'tangga', 'hin', 'coanrjsoby'];['milenial', 'dan', 'gen', 'menggunakan', 'paylater', 'untuk', 'membeli', 'fesyen', 'aksesoris', 'pulsa', 'gawai', 'elektronik', 'rumah', 'tangga', 'hin', 'coanrjsoby'];milenial dan gen menggunakan paylater untuk membeli fesyen aksesoris pulsa gawai elektronik rumah tangga hin coanrjsoby
82;82.0;"Kapolri Jenderal Listyo Sigit Prabowo mengancam akan mencopot jajarannya yang meminta uang 'setoran' ke bawahannya.

https://t.co/9G0vAY5mAH";1.0;kapolri jenderal listyo sigit prabowo mengancam akan mencopot jajarannya yang meminta uang setoran ke bawahannya cogvaymah;['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'mengancam', 'akan', 'mencopot', 'jajarannya', 'yang', 'meminta', 'uang', 'setoran', 'ke', 'bawahannya', 'cogvaymah'];['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'mengancam', 'akan', 'mencopot', 'jajarannya', 'yang', 'meminta', 'uang', 'setoran', 'ke', 'bawahannya', 'cogvaymah'];kapolri jenderal listyo sigit prabowo mengancam akan mencopot jajarannya yang meminta uang setoran ke bawahannya cogvaymah
83;83.0;Kuasa Hukum Putri Candrawathi, Febri Diansyah menegaskan bahwa ada insiden kekerasan seksual yang dialami Putri diâ€¦ https://t.co/mmaQx0tn12;0.0;kuasa hukum putri candrawathi febri diansyah menegaskan bahwa ada insiden kekerasan seksual yang dialami putri di commaq;['kuasa', 'hukum', 'putri', 'candrawathi', 'febri', 'diansyah', 'menegaskan', 'bahwa', 'ada', 'insiden', 'kekerasan', 'seksual', 'yang', 'dialami', 'putri', 'di', 'commaq'];['kuasa', 'hukum', 'putri', 'candrawathi', 'febri', 'diansyah', 'menegaskan', 'bahwa', 'ada', 'insiden', 'kekerasan', 'seksual', 'yang', 'dialami', 'putri', 'di', 'commaq'];kuasa hukum putri candrawathi febri diansyah menegaskan bahwa ada insiden kekerasan seksual yang dialami putri di commaq
84;84.0;Menurut Xi Jinping, China tidak bisa berkembang hanya dengan mengisolasi diri. Sebaliknya, dunia juga membutuhkan Câ€¦ https://t.co/T0fK0sIwtu;0.0;menurut jinping china tidak bisa berkembang hanya dengan mengisolasi diri sebaliknya dunia juga membutuhkan cotfksiwtu;['menurut', 'jinping', 'china', 'tidak', 'bisa', 'berkembang', 'hanya', 'dengan', 'mengisolasi', 'diri', 'sebaliknya', 'dunia', 'juga', 'membutuhkan', 'cotfksiwtu'];['menurut', 'jinping', 'china', 'tidak', 'bisa', 'berkembang', 'hanya', 'dengan', 'mengisolasi', 'diri', 'sebaliknya', 'dunia', 'juga', 'membutuhkan', 'cotfksiwtu'];menurut jinping china tidak bisa berkembang hanya dengan mengisolasi diri sebaliknya dunia juga membutuhkan cotfksiwtu
85;85.0;Badan Pengawas Obat dan Makanan (BPOM) RI merilis daftar 133 produk obat sirup yang dinyatakan aman digunakan sesuaâ€¦ https://t.co/OV0Lxz5to2;0.0;badan pengawas obat dan makanan bpom ri merilis daftar   produk obat sirup yang dinyatakan aman digunakan sesua coovl;['badan', 'pengawas', 'obat', 'dan', 'makanan', 'bpom', 'ri', 'merilis', 'daftar', 'produk', 'obat', 'sirup', 'yang', 'dinyatakan', 'aman', 'digunakan', 'sesua', 'coovl'];['badan', 'pengawas', 'obat', 'dan', 'makanan', 'bpom', 'ri', 'merilis', 'daftar', 'produk', 'obat', 'sirup', 'yang', 'dinyatakan', 'aman', 'digunakan', 'sesua', 'coovl'];badan pengawas obat dan makanan bpom ri merilis daftar produk obat sirup yang dinyatakan aman digunakan sesua coovl
86;86.0;"Kepuasan masyarakat terhadap Pemerintahan Jokowi-Maruf turun sebesar lima persen jika dibanding Juni 2022.Â 

https://t.co/vuL85KfLgq";1.0;kepuasan masyarakat terhadap pemerintahan jokowi maruf turun sebesar lima persen jika dibanding juni   covulkflgq;['kepuasan', 'masyarakat', 'terhadap', 'pemerintahan', 'jokowi', 'maruf', 'turun', 'sebesar', 'lima', 'persen', 'jika', 'dibanding', 'juni', 'covulkflgq'];['kepuasan', 'masyarakat', 'terhadap', 'pemerintahan', 'jokowi', 'maruf', 'turun', 'sebesar', 'lima', 'persen', 'jika', 'dibanding', 'juni', 'covulkflgq'];kepuasan masyarakat terhadap pemerintahan jokowi maruf turun sebesar lima persen jika dibanding juni covulkflgq
87;87.0;Indonesia sebenernya ngirimin lima petarung dalam turnamen ini. Sayangnya, cuma JekaÂ Saragih yang berhasil melaju hâ€¦ https://t.co/1QvJv7N7C6;0.0;indonesia sebenernya ngirimin lima petarung dalam turnamen ini sayangnya cuma jeka saragih yang berhasil melaju coqvjvnc;['indonesia', 'sebenernya', 'ngirimin', 'lima', 'petarung', 'dalam', 'turnamen', 'ini', 'sayangnya', 'cuma', 'jeka', 'saragih', 'yang', 'berhasil', 'melaju', 'coqvjvnc'];['indonesia', 'sebenernya', 'ngirimin', 'lima', 'petarung', 'dalam', 'turnamen', 'ini', 'sayangnya', 'cuma', 'jeka', 'saragih', 'yang', 'berhasil', 'melaju', 'coqvjvnc'];indonesia sebenernya ngirimin lima petarung dalam turnamen ini sayangnya cuma jeka saragih yang berhasil melaju coqvjvnc
88;88.0;"Road to UFC sendiri adalah ajang pertarungan bagi para atlet Mixed Martial Art (MMA) dari Asia. 

Mereka baku hantaâ€¦ https://t.co/BBX2fL0p0a";0.0;road to ufc sendiri adalah ajang pertarungan bagi para atlet mi martial art mma dari asia mereka baku hanta cobb;['road', 'to', 'ufc', 'sendiri', 'adalah', 'ajang', 'pertarungan', 'bagi', 'para', 'atlet', 'mi', 'martial', 'art', 'mma', 'dari', 'asia', 'mereka', 'baku', 'hanta', 'cobb'];['road', 'to', 'ufc', 'sendiri', 'adalah', 'ajang', 'pertarungan', 'bagi', 'para', 'atlet', 'mi', 'martial', 'art', 'mma', 'dari', 'asia', 'mereka', 'baku', 'hanta', 'cobb'];road to ufc sendiri adalah ajang pertarungan bagi para atlet mi martial art mma dari asia mereka baku hanta cobb
89;89.0;Jeka Asparido Saragih atau Jeka Saragih, selangkah lagi akan mendapatkan kontrak eksklusif dari Ultimate Fighting Câ€¦ https://t.co/DhoM4DJODB;0.0;jeka asparido saragih atau jeka saragih selangkah lagi akan mendapatkan kontrak eksklusif dari ultimate fighting codhomdjodb;['jeka', 'asparido', 'saragih', 'atau', 'jeka', 'saragih', 'selangkah', 'lagi', 'akan', 'mendapatkan', 'kontrak', 'eksklusif', 'dari', 'ultimate', 'fighting', 'codhomdjodb'];['jeka', 'asparido', 'saragih', 'atau', 'jeka', 'saragih', 'selangkah', 'lagi', 'akan', 'mendapatkan', 'kontrak', 'eksklusif', 'dari', 'ultimate', 'fighting', 'codhomdjodb'];jeka asparido saragih atau jeka saragih selangkah lagi akan mendapatkan kontrak eksklusif dari ultimate fighting codhomdjodb
90;90.0;Turut berduka ðŸ¥€ðŸ¥€ https://t.co/xaGN96e9rN;0.0;turut berduka co;['turut', 'berduka', 'co'];['turut', 'berduka', 'co'];turut berduka co
91;91.0;"Jangan lupa makan siang gaes ðŸ™ŒðŸ¼ðŸ™ŒðŸ¼

https://t.co/IlxGQqg0Xq";0.0;jangan lupa makan siang gaes coil;['jangan', 'lupa', 'makan', 'siang', 'gaes', 'coil'];['jangan', 'lupa', 'makan', 'siang', 'gaes', 'coil'];jangan lupa makan siang gaes coil
92;92.0;Namun, penegakan hukum di tempat kejadian perkara (TKP) masih bisa dilakukan saat terjadi kejadian seperti kecelakaâ€¦ https://t.co/tCVwajW9WN;0.0;namun penegakan hukum di tempat kejadian perkara tkp masih bisa dilakukan saat terjadi kejadian seperti kecelaka cotcvwajwwn;['namun', 'penegakan', 'hukum', 'di', 'tempat', 'kejadian', 'perkara', 'tkp', 'masih', 'bisa', 'dilakukan', 'saat', 'terjadi', 'kejadian', 'seperti', 'kecelaka', 'cotcvwajwwn'];['namun', 'penegakan', 'hukum', 'di', 'tempat', 'kejadian', 'perkara', 'tkp', 'masih', 'bisa', 'dilakukan', 'saat', 'terjadi', 'kejadian', 'seperti', 'kecelaka', 'cotcvwajwwn'];namun penegakan hukum di tempat kejadian perkara tkp masih bisa dilakukan saat terjadi kejadian seperti kecelaka cotcvwajwwn
93;93.0;Menurut pihak manajemen, brosur itu sengaja dimasukkan oleh salah seorang karyawan mereka tanpa seizin pihak Restorâ€¦ https://t.co/l1fKerxX2B;0.0;menurut pihak manajemen brosur itu sengaja dimasukkan oleh salah seorang karyawan mereka tanpa seizin pihak restor colfker;['menurut', 'pihak', 'manajemen', 'brosur', 'itu', 'sengaja', 'dimasukkan', 'oleh', 'salah', 'seorang', 'karyawan', 'mereka', 'tanpa', 'seizin', 'pihak', 'restor', 'colfker'];['menurut', 'pihak', 'manajemen', 'brosur', 'itu', 'sengaja', 'dimasukkan', 'oleh', 'salah', 'seorang', 'karyawan', 'mereka', 'tanpa', 'seizin', 'pihak', 'restor', 'colfker'];menurut pihak manajemen brosur itu sengaja dimasukkan oleh salah seorang karyawan mereka tanpa seizin pihak restor colfker
94;94.0;"Maskapai Korean Air itu tergelincir dari landasan pacu pada dalam upaya pendaratan ketiga.

https://t.co/nrKZjlfGnC";0.0;maskapai korean air itu tergelincir dari landasan pacu pada dalam upaya pendaratan ketiga conrkzjlfgnc;['maskapai', 'korean', 'air', 'itu', 'tergelincir', 'dari', 'landasan', 'pacu', 'pada', 'dalam', 'upaya', 'pendaratan', 'ketiga', 'conrkzjlfgnc'];['maskapai', 'korean', 'air', 'itu', 'tergelincir', 'dari', 'landasan', 'pacu', 'pada', 'dalam', 'upaya', 'pendaratan', 'ketiga', 'conrkzjlfgnc'];maskapai korean air itu tergelincir dari landasan pacu pada dalam upaya pendaratan ketiga conrkzjlfgnc
95;95.0;"Korban meninggal dunia tersebut bernama FDK (20 tahun) warga Kelurahan Mojolangu, Kota Malang. 

https://t.co/hS6dwbX088";0.0;korban meninggal dunia tersebut bernama fdk   tahun warga kelurahan mojolangu kota malang cohsdwb;['korban', 'meninggal', 'dunia', 'tersebut', 'bernama', 'fdk', 'tahun', 'warga', 'kelurahan', 'mojolangu', 'kota', 'malang', 'cohsdwb'];['korban', 'meninggal', 'dunia', 'tersebut', 'bernama', 'fdk', 'tahun', 'warga', 'kelurahan', 'mojolangu', 'kota', 'malang', 'cohsdwb'];korban meninggal dunia tersebut bernama fdk tahun warga kelurahan mojolangu kota malang cohsdwb
96;96.0;Australia menyebut gugusan Pulau Pasir sebagai Ashmore Reef. Gugusan Pulau Pasir memang tidak banyak dikenal masyarâ€¦ https://t.co/xJh6p8VLyK;0.0;australia menyebut gugusan pulau pasir sebagai ashmore reef gugusan pulau pasir memang tidak banyak dikenal masyar co;['australia', 'menyebut', 'gugusan', 'pulau', 'pasir', 'sebagai', 'ashmore', 'reef', 'gugusan', 'pulau', 'pasir', 'memang', 'tidak', 'banyak', 'dikenal', 'masyar', 'co'];['australia', 'menyebut', 'gugusan', 'pulau', 'pasir', 'sebagai', 'ashmore', 'reef', 'gugusan', 'pulau', 'pasir', 'memang', 'tidak', 'banyak', 'dikenal', 'masyar', 'co'];australia menyebut gugusan pulau pasir sebagai ashmore reef gugusan pulau pasir memang tidak banyak dikenal masyar co
97;97.0;Pelaku tertangkap pada Minggu sore di kawasan Cicendo, Kota Bandung, Jawa Barat. Kini pelaku telah dibawa ke Polresâ€¦ https://t.co/GWNp4MR9sN;0.0;pelaku tertangkap pada minggu sore di kawasan cicendo kota bandung jawa barat kini pelaku telah dibawa ke polres cogwnpmrsn;['pelaku', 'tertangkap', 'pada', 'minggu', 'sore', 'di', 'kawasan', 'cicendo', 'kota', 'bandung', 'jawa', 'barat', 'kini', 'pelaku', 'telah', 'dibawa', 'ke', 'polres', 'cogwnpmrsn'];['pelaku', 'tertangkap', 'pada', 'minggu', 'sore', 'di', 'kawasan', 'cicendo', 'kota', 'bandung', 'jawa', 'barat', 'kini', 'pelaku', 'telah', 'dibawa', 'ke', 'polres', 'cogwnpmrsn'];pelaku tertangkap pada minggu sore di kawasan cicendo kota bandung jawa barat kini pelaku telah dibawa ke polres cogwnpmrsn
98;98.0;"Kepala BPOM Penny Lukito menjelaskan, masih ada sisa 69 produk lagi yang kini dalam proses sampling dan pengujian.

https://t.co/Jfw1yb5F1M";0.0;kepala bpom penny lukito menjelaskan masih ada sisa   produk lagi yang kini dalam proses sampling dan pengujian cojfwybfm;['kepala', 'bpom', 'penny', 'lukito', 'menjelaskan', 'masih', 'ada', 'sisa', 'produk', 'lagi', 'yang', 'kini', 'dalam', 'proses', 'sampling', 'dan', 'pengujian', 'cojfwybfm'];['kepala', 'bpom', 'penny', 'lukito', 'menjelaskan', 'masih', 'ada', 'sisa', 'produk', 'lagi', 'yang', 'kini', 'dalam', 'proses', 'sampling', 'dan', 'pengujian', 'cojfwybfm'];kepala bpom penny lukito menjelaskan masih ada sisa produk lagi yang kini dalam proses sampling dan pengujian cojfwybfm
99;99.0;"BPOM mengaku sudah menerapkan pengawasan terhadap pencemar dalam bahan baku.Â 

https://t.co/byFR06Keyu";0.0;bpom mengaku sudah menerapkan pengawasan terhadap pencemar dalam bahan baku cobyfrkeyu;['bpom', 'mengaku', 'sudah', 'menerapkan', 'pengawasan', 'terhadap', 'pencemar', 'dalam', 'bahan', 'baku', 'cobyfrkeyu'];['bpom', 'mengaku', 'sudah', 'menerapkan', 'pengawasan', 'terhadap', 'pencemar', 'dalam', 'bahan', 'baku', 'cobyfrkeyu'];bpom mengaku sudah menerapkan pengawasan terhadap pencemar dalam bahan baku cobyfrkeyu
